DateTime;Value (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_SP_LAST);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_SP_LAST);Value (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_SP_LAST);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_SP_LAST);Value (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_TM_PV);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_TM_PV);Value (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_TM_PV);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_TM_PV);Value (Cluster1.OGREY1_G1_KONTROLL_AGC_DB_SP);Unit (Cluster1.OGREY1_G1_KONTROLL_AGC_DB_SP)
2024-01-03 08:00:00.000;9000;kW;-0,5;m;-0,5;m;9000;kW;9;None
2024-01-03 09:00:00.000;9000;kW;-0,5;m;-0,5;m;5173,966666666666;kW;5,088888888883333;None
2024-01-03 10:00:00.000;9000;kW;-0,5;m;-0,5;m;5000;kW;5;None
2024-01-03 11:00:00.000;9000;kW;-0,5;m;-0,5;m;5000;kW;5;None
2024-01-03 12:00:00.000;9000;kW;-0,5;m;-0,5;m;5000;kW;5;None
2024-01-03 13:00:00.000;9000;kW;-0,5;m;-0,5;m;801,5272136833333;kW;0,125;None
2024-01-03 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 20:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 21:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 22:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-03 23:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 00:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 01:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 02:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 03:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 04:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 05:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 06:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 07:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 08:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 09:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 10:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 11:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 12:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 13:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 20:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 21:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 22:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-04 23:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 00:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 01:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 02:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 03:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 04:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 05:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 06:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 07:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 08:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 09:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 10:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 11:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 12:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 13:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 20:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 21:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 22:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-05 23:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 00:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 01:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 02:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 03:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 04:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 05:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 06:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 07:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 08:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 09:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 10:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 11:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 12:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 13:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 20:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 21:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 22:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-06 23:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 00:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 01:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 02:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 03:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 04:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 05:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 06:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 07:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 08:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 09:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 10:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 11:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 12:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 13:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 20:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 21:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 22:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-07 23:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 00:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 01:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 02:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 03:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 04:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 05:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 06:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 07:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 08:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 09:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 10:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 11:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 12:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 13:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 14:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 15:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 16:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 17:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 18:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 19:00:00.000;9000;kW;-0,5;m;-0,5;m;600;kW;0;None
2024-01-08 20:00:00.000;9000;kW;-0,5;m;-0,5;m;1112,584560795;kW;0;None
2024-01-08 21:00:00.000;5750;kW;-0,5;m;-0,5;m;5850,657142866667;kW;0;None
2024-01-08 22:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-08 23:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 00:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 01:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 02:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 03:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 04:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 05:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 06:00:00.000;6000;kW;-0,5;m;-0,5;m;6000;kW;0;None
2024-01-09 07:00:00.000;6000;kW;-0,2799999993299993;m;-0,22116666585283343;m;5953,825033233334;kW;0;None
2024-01-09 08:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;5412,1706584;kW;0;None
2024-01-09 09:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;4412,289298533334;kW;5,866666666666666;None
2024-01-09 10:00:00.000;6000;kW;-0,0589999986823334;m;-0,06266666535966675;m;3881,6956262833332;kW;6;None
2024-01-09 11:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;3906,2757462166664;kW;6;None
2024-01-09 12:00:00.000;6000;kW;-0,0589999986823334;m;-0,08099999874933339;m;3893,6596967166665;kW;6;None
2024-01-09 13:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;3915,5235465166666;kW;6;None
2024-01-09 14:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;3917,364714;kW;6;None
2024-01-09 15:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;3915,1291676833334;kW;6;None
2024-01-09 16:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;3916,3872062;kW;6;None
2024-01-09 17:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;5897,625079833333;kW;6;None
2024-01-09 18:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;6000;kW;6;None
2024-01-09 19:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;6000;kW;6;None
2024-01-09 20:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;6000;kW;0,1;None
2024-01-09 21:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;5982,635272216667;kW;0;None
2024-01-09 22:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-09 23:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 00:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;1285,6894976666667;kW;0;None
2024-01-10 01:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 02:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 03:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 04:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 05:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 06:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 07:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-10 08:00:00.000;6000;kW;-0,0589999986823334;m;-0,0589999986823334;m;600;kW;0;None
2024-01-10 09:00:00.000;6000;kW;-0,059999998660000074;m;-0,059999998660000074;m;1197,0395438;kW;0;None
2024-01-10 10:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;3307,8750412;kW;0;None
2024-01-10 11:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;5000;kW;0;None
2024-01-10 12:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;5325,361904766667;kW;0;None
2024-01-10 13:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 14:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 15:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 16:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 17:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 18:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;5955;kW;0;None
2024-01-10 19:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 20:00:00.000;5000;kW;-0,0589999986823334;m;-0,0589999986823334;m;6000;kW;0;None
2024-01-10 21:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 22:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-10 23:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 00:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 01:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 02:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;855,6;kW;0;None
2024-01-11 03:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;645;kW;0;None
2024-01-11 04:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-11 05:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;3764,6503757333335;kW;0;None
2024-01-11 06:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;5958,6952381;kW;0;None
2024-01-11 07:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 08:00:00.000;5000;kW;-0,0589999986823334;m;-0,0589999986823334;m;6000;kW;0;None
2024-01-11 09:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 10:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 11:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 12:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 13:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 14:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 15:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 16:00:00.000;5000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6000;kW;0;None
2024-01-11 17:00:00.000;6666,666666666667;kW;-0,059999998660000074;m;-0,059999998660000074;m;7087,619913416666;kW;0;None
2024-01-11 18:00:00.000;8000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8000;kW;0;None
2024-01-11 19:00:00.000;8000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8000;kW;0;None
2024-01-11 20:00:00.000;8000;kW;-0,0589999986823334;m;-0,0589999986823334;m;7958,8888888833335;kW;0;None
2024-01-11 21:00:00.000;7000;kW;-0,059999998660000074;m;-0,059999998660000074;m;6460,808013933333;kW;0;None
2024-01-11 22:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-11 23:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 00:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 01:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 02:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 03:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 04:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 05:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
2024-01-12 06:00:00.000;4000;kW;-0,059999998660000074;m;-0,059999998660000074;m;600;kW;0;None
