DateTime;Value (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_SP_LAST);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_SP_LAST);Value (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_SP_LAST);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_SP_LAST);Value (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_TM_PV);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_NIVA_SP_TM_PV);Value (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_TM_PV);Unit (Cluster1.OGREY1_G1_KONTROLL_REG_P_SP_TM_PV);Value (Cluster1.OGREY1_G1_KONTROLL_AGC_DB_SP);Unit (Cluster1.OGREY1_G1_KONTROLL_AGC_DB_SP)
2024-02-24 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-24 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-24 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-02-24 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-24 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-24 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-25 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11216,4;kW;11,2088887115;None
2024-02-25 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11007,761904833333;kW;11,004444440166667;None
2024-02-25 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11192,0555555;kW;11,195555369833333;None
2024-02-25 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10153,7419355;kW;10,124444811833333;None
2024-02-25 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11154,591397833334;kW;11,175555378166667;None
2024-02-25 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10528,716666666667;kW;10,515555551333334;None
2024-02-25 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11171,283333333333;kW;11,184444258666666;None
2024-02-25 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-25 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-25 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9378,802515666666;kW;9,342222404749998;None
2024-02-25 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9587,95555555;kW;9,593333710116664;None
2024-02-25 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11133,792592666667;kW;11,164444267183333;None
2024-02-25 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;10624,611764666666;kW;10,613333700666667;None
2024-02-25 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9641,304761833333;kW;9,622222603216663;None
2024-02-25 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9600;kW;9,600000380999997;None
2024-02-25 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9696,15555555;kW;9,697777599500004;None
2024-02-26 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11521,197484333334;kW;11,557778145150001;None
2024-02-26 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11216,4;kW;11,2088887115;None
2024-02-26 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-26 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-26 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-26 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11190,833333333334;kW;11,19999981;None
2024-02-26 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11200;kW;11,19999981;None
2024-02-26 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10720,504761833334;kW;10,711110921166666;None
2024-02-26 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;10700;kW;10,69999981;None
2024-02-26 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10796,1555555;kW;10,797777959333333;None
2024-02-26 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10703,716666666667;kW;10,702222040666667;None
2024-02-26 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10700;kW;10,69999981;None
2024-02-26 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10700;kW;10,69999981;None
2024-02-26 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10700;kW;10,69999981;None
2024-02-26 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10796,1555555;kW;10,797777959333333;None
2024-02-26 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10800;kW;10,80000019;None
2024-02-26 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10800;kW;10,80000019;None
2024-02-26 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10800;kW;10,80000019;None
2024-02-26 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10800;kW;10,80000019;None
2024-02-26 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9170,6;kW;9,13777815455;None
2024-02-26 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;9100;kW;9,100000381;None
2024-02-26 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9003,84444445;kW;9,002222230683333;None
2024-02-26 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8328,716666666667;kW;8,315555742300003;None
2024-02-26 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8324,166666666666;kW;8,300000191000004;None
2024-02-27 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8492,05555555;kW;8,4955555598;None
2024-02-27 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8403,84444445;kW;8,40222184968333;None
2024-02-27 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-27 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-27 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-27 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;8495,044444433333;kW;8,497777769316667;None
2024-02-27 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-27 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;8403,84444445;kW;8,40222184968333;None
2024-02-27 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-27 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-27 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-28 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-28 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-28 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8400;kW;8,399999618999997;None
2024-02-28 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;10029,4;kW;10,062222585316666;None
2024-02-28 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;7895,501041666666;kW;7,851111306316673;None
2024-02-28 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8471,283333333333;kW;8,484444448683332;None
2024-02-28 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8500;kW;8,5;None
2024-02-28 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9075,3882353;kW;9,086667039199998;None
2024-02-28 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;9675,3882353;kW;9,686666488383336;None
2024-02-28 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;9700;kW;9,699999809000003;None
2024-02-28 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9700;kW;9,699999809000003;None
2024-02-28 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;3801,733333333333;kW;3,637777773533333;None
2024-02-29 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;8833,4619883;kW;8,975555928099999;None
2024-02-29 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;9100;kW;9,100000381;None
2024-02-29 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;9100;kW;9,100000381;None
2024-02-29 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11496;kW;11,544444824516667;None
2024-02-29 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11584,166666666666;kW;11,60000038;None
2024-02-29 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-02-29 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-02-29 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-01 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-01 21:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 22:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-01 23:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 00:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 01:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 02:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 03:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 04:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 05:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 06:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 07:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-02 09:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 10:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 11:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 12:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 13:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 14:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 15:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 16:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 17:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 18:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 19:00:00.000;9000;kW;-0,059999998660000074;m;-0,059999998660000074;m;11600;kW;11,60000038;None
2024-03-02 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-02 21:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-02 22:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-02 23:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 00:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 01:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 02:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 03:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 04:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 05:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 06:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 07:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 09:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 10:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 11:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 12:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 13:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 14:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 15:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 16:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 17:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 18:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 19:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 21:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 22:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-03 23:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 00:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 01:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 02:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 03:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 04:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 05:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 06:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 07:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 08:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 09:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 10:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 11:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 12:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 13:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 14:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 15:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 16:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 17:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 18:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 19:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 20:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 21:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 22:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-04 23:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-05 00:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-05 01:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-05 02:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
2024-03-05 03:00:00.000;9000;kW;-0,0589999986823334;m;-0,0589999986823334;m;11600;kW;11,60000038;None
