DateTime;Value (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_SP_LAST);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_SP_LAST);Value (Cluster1.OGREY1_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_SP_LAST);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_SP_LAST);Value (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_TM_PV);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PR_TIME_SP_TM_PV);Value (Cluster1.OGREY1_INNTAK_RIST_FALLTAP_PV);Unit (Cluster1.OGREY1_INNTAK_RIST_FALLTAP_PV);Value (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_SP_LAST);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_SP_LAST);Value (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_TM_PV);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_MAKS_PADRAG_G1_SP_TM_PV);Value (Cluster1.OGREY1_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_TM_PV);Unit (Cluster1.OGREY1_INNTAK_RISTRENSK_AUTOSTART_DIFF_SP_TM_PV)
2023-12-31 23:00:00.000;5;None;65;cm;;None;18,436802758166667;cm;80;%;;%;65;cm
2024-01-01 00:00:00.000;5;None;65;cm;;None;23,301624721745004;cm;80;%;;%;65;cm
2024-01-01 01:00:00.000;5;None;65;cm;;None;31,4727804385;cm;80;%;;%;65;cm
2024-01-01 02:00:00.000;5;None;65;cm;;None;32,6974487315;cm;80;%;;%;65;cm
2024-01-01 03:00:00.000;5;None;65;cm;;None;34,262388017333336;cm;80;%;;%;65;cm
2024-01-01 04:00:00.000;5;None;65;cm;;None;35,554911295;cm;80;%;;%;65;cm
2024-01-01 05:00:00.000;5;None;65;cm;;None;41,17627885583333;cm;80;%;;%;65;cm
2024-01-01 06:00:00.000;5;None;65;cm;;None;40,847210354333335;cm;80;%;;%;65;cm
2024-01-01 07:00:00.000;5;None;65;cm;;None;40,6086730965;cm;80;%;;%;65;cm
2024-01-01 08:00:00.000;5;None;65;cm;;None;17,2874281145;cm;80;%;;%;65;cm
2024-01-01 09:00:00.000;5;None;69,16666666666667;cm;;None;34,672005971893334;cm;80;%;;%;69,91666666666667;cm
2024-01-01 10:00:00.000;5;None;70;cm;;None;66,926078796;cm;80;%;;%;69,91666666666667;cm
2024-01-01 11:00:00.000;5;None;70;cm;;None;49,746935102;cm;80;%;;%;70;cm
2024-01-01 12:00:00.000;5;None;70;cm;;None;38,781570857333335;cm;80;%;;%;70;cm
2024-01-01 13:00:00.000;5;None;70;cm;;None;39,34002558416667;cm;80;%;;%;70;cm
2024-01-01 14:00:00.000;5;None;70;cm;;None;39,6696111895;cm;80;%;;%;70;cm
2024-01-01 15:00:00.000;5;None;70;cm;;None;40,086718665333336;cm;80;%;;%;70;cm
2024-01-01 16:00:00.000;5;None;70;cm;;None;40,270466275;cm;80;%;;%;70;cm
2024-01-01 17:00:00.000;5;None;70;cm;;None;41,2594392565;cm;80;%;;%;70;cm
2024-01-01 18:00:00.000;5;None;70;cm;;None;45,54807239083333;cm;80;%;;%;70;cm
2024-01-01 19:00:00.000;5;None;70;cm;;None;46,104596455666666;cm;80;%;;%;70;cm
2024-01-01 20:00:00.000;5;None;70;cm;;None;47,03575346266667;cm;80;%;;%;70;cm
2024-01-01 21:00:00.000;5;None;70;cm;;None;47,760893503666665;cm;80;%;;%;70;cm
2024-01-01 22:00:00.000;5;None;70;cm;;None;48,8359642025;cm;80;%;;%;70;cm
2024-01-01 23:00:00.000;5;None;70;cm;;None;50,187244414333335;cm;80;%;;%;70;cm
2024-01-02 00:00:00.000;5;None;70;cm;;None;44,947745004333335;cm;80;%;;%;70;cm
2024-01-02 01:00:00.000;5;None;70;cm;;None;46,16692225166667;cm;80;%;;%;70;cm
2024-01-02 02:00:00.000;5;None;70;cm;;None;46,830889384;cm;80;%;;%;70;cm
2024-01-02 03:00:00.000;5;None;70;cm;;None;49,622864193;cm;80;%;;%;70;cm
2024-01-02 04:00:00.000;5;None;70;cm;;None;51,71468734766667;cm;80;%;;%;69,91666666666667;cm
2024-01-02 05:00:00.000;5;None;70;cm;;None;52,583628761166665;cm;80;%;;%;70;cm
2024-01-02 06:00:00.000;5;None;70;cm;;None;43,476818931333334;cm;80;%;;%;70;cm
2024-01-02 07:00:00.000;5;None;70;cm;;None;44,38535690283334;cm;80;%;;%;70;cm
2024-01-02 08:00:00.000;5;None;70;cm;;None;46,533222198833336;cm;80;%;;%;70;cm
2024-01-02 09:00:00.000;5;None;70;cm;;None;48,84135776083333;cm;80;%;;%;70;cm
2024-01-02 10:00:00.000;5;None;70;cm;;None;51,6549619035;cm;80;%;;%;70;cm
2024-01-02 11:00:00.000;5;None;70;cm;;None;55,6316079025;cm;80;%;;%;70;cm
2024-01-02 12:00:00.000;5;None;70;cm;;None;59,87536112433333;cm;80;%;;%;70;cm
2024-01-02 13:00:00.000;5;None;70;cm;;None;65,23947397866667;cm;80;%;;%;70;cm
2024-01-02 14:00:00.000;5;None;70;cm;;None;57,183098263;cm;80;%;;%;70;cm
2024-01-02 15:00:00.000;5;None;70;cm;;None;59,692704942166664;cm;80;%;;%;70;cm
2024-01-02 16:00:00.000;5;None;70;cm;;None;60,1438564715;cm;80;%;;%;70;cm
2024-01-02 17:00:00.000;5;None;70;cm;;None;64,41241794133333;cm;80;%;;%;70;cm
2024-01-02 18:00:00.000;5;None;70;cm;;None;66,2846035425;cm;80;%;;%;70;cm
2024-01-02 19:00:00.000;5;None;70;cm;;None;57,19726350566667;cm;80;%;;%;70;cm
2024-01-02 20:00:00.000;5;None;70;cm;;None;64,21576182016666;cm;80;%;;%;70;cm
2024-01-02 21:00:00.000;5;None;70;cm;;None;59,43857404916667;cm;80;%;;%;70;cm
2024-01-02 22:00:00.000;5;None;70;cm;;None;66,99146270766667;cm;80;%;;%;69,91666666666667;cm
2024-01-02 23:00:00.000;5;None;70;cm;;None;67,71697998;cm;80;%;;%;70;cm
2024-01-03 00:00:00.000;5;None;70;cm;;None;64,72569995466667;cm;80;%;;%;70;cm
2024-01-03 01:00:00.000;5;None;70;cm;;None;69,30077234933333;cm;80;%;;%;70;cm
2024-01-03 02:00:00.000;5;None;70;cm;;None;67,78552161283334;cm;80;%;;%;70;cm
2024-01-03 03:00:00.000;5;None;70;cm;;None;65,88492287466667;cm;80;%;;%;70;cm
2024-01-03 04:00:00.000;5;None;70;cm;;None;68,07962629666666;cm;80;%;;%;70;cm
2024-01-03 05:00:00.000;5;None;70;cm;;None;62,74193233933333;cm;80;%;;%;70;cm
2024-01-03 06:00:00.000;5;None;70;cm;;None;59,90435070383333;cm;80;%;;%;70;cm
2024-01-03 07:00:00.000;5;None;70;cm;;None;58,34514829883334;cm;80;%;;%;70;cm
2024-01-03 08:00:00.000;5;None;70;cm;;None;56,122317843666664;cm;80;%;;%;70;cm
2024-01-03 09:00:00.000;5;None;70;cm;;None;21,2858327235;cm;80;%;;%;70;cm
2024-01-03 10:00:00.000;5;None;70;cm;;None;49,81769561783333;cm;80;%;;%;70;cm
2024-01-03 11:00:00.000;5;None;70;cm;;None;61,04599210916667;cm;80;%;;%;70;cm
2024-01-03 12:00:00.000;5;None;70;cm;;None;62,029491001833335;cm;80;%;;%;70;cm
2024-01-03 13:00:00.000;5;None;70;cm;;None;13,713409847716665;cm;80;%;;%;69,5;cm
2024-01-03 14:00:00.000;5;None;70;cm;;None;14,828366174;cm;80;%;;%;70;cm
2024-01-03 15:00:00.000;5;None;70;cm;;None;22,398611704166665;cm;80;%;;%;70;cm
2024-01-03 16:00:00.000;5;None;70;cm;;None;28,229476080666668;cm;80;%;;%;70;cm
2024-01-03 17:00:00.000;5;None;70;cm;;None;31,6912333175;cm;80;%;;%;70;cm
2024-01-03 18:00:00.000;5;None;70;cm;;None;34,458603329;cm;80;%;;%;70;cm
2024-01-03 19:00:00.000;5;None;70;cm;;None;44,20397440633333;cm;80;%;;%;70;cm
2024-01-03 20:00:00.000;5;None;70;cm;;None;50,109100342666665;cm;80;%;;%;70;cm
2024-01-03 21:00:00.000;5;None;70;cm;;None;47,720909119333335;cm;80;%;;%;70;cm
2024-01-03 22:00:00.000;5;None;70;cm;;None;46,110333337;cm;80;%;;%;70;cm
2024-01-03 23:00:00.000;5;None;70;cm;;None;54,43063735966667;cm;80;%;;%;70;cm
2024-01-04 00:00:00.000;5;None;70;cm;;None;65,83167394033333;cm;80;%;;%;70;cm
2024-01-04 01:00:00.000;5;None;70;cm;;None;56,56577216233333;cm;80;%;;%;70;cm
2024-01-04 02:00:00.000;5;None;70;cm;;None;52,5330946185;cm;80;%;;%;70;cm
2024-01-04 03:00:00.000;5;None;70;cm;;None;53,770529429350006;cm;80;%;;%;70;cm
2024-01-04 04:00:00.000;5;None;70;cm;;None;35,963132645516666;cm;80;%;;%;70;cm
2024-01-04 05:00:00.000;5;None;70;cm;;None;14,48135587906667;cm;80;%;;%;70;cm
2024-01-04 06:00:00.000;5;None;70;cm;;None;28,38658015;cm;80;%;;%;70;cm
2024-01-04 07:00:00.000;5;None;70;cm;;None;57,328605652;cm;80;%;;%;70;cm
2024-01-04 08:00:00.000;5;None;70;cm;;None;73,45128377416667;cm;80;%;;%;70;cm
2024-01-04 09:00:00.000;5;None;70;cm;;None;60,742723676;cm;80;%;;%;70;cm
2024-01-04 10:00:00.000;5;None;70;cm;;None;26,34718365166667;cm;80;%;;%;70;cm
2024-01-04 11:00:00.000;5;None;70;cm;;None;14,917129939833334;cm;80;%;;%;70;cm
2024-01-04 12:00:00.000;5;None;70;cm;;None;13,014299605333333;cm;80;%;;%;70;cm
2024-01-04 13:00:00.000;5;None;70;cm;;None;11,7885801525;cm;80;%;;%;70;cm
2024-01-04 14:00:00.000;5;None;70;cm;;None;10,738639830833334;cm;80;%;;%;70;cm
2024-01-04 15:00:00.000;5;None;70;cm;;None;10,164716509866667;cm;80;%;;%;70;cm
2024-01-04 16:00:00.000;5;None;70;cm;;None;10,018257565383333;cm;80;%;;%;70;cm
2024-01-04 17:00:00.000;5;None;70;cm;;None;10,161546071349997;cm;80;%;;%;70;cm
2024-01-04 18:00:00.000;5;None;70;cm;;None;10,341591305;cm;80;%;;%;70;cm
2024-01-04 19:00:00.000;5;None;70;cm;;None;10,545719993833334;cm;80;%;;%;70;cm
2024-01-04 20:00:00.000;5;None;70;cm;;None;10,933598412666667;cm;80;%;;%;70;cm
2024-01-04 21:00:00.000;5;None;70;cm;;None;11,285455491333334;cm;80;%;;%;70;cm
2024-01-04 22:00:00.000;5;None;70;cm;;None;11,413430108166667;cm;80;%;;%;70;cm
2024-01-04 23:00:00.000;5;None;70;cm;;None;11,545134650333333;cm;80;%;;%;70;cm
2024-01-05 00:00:00.000;5;None;70;cm;;None;11,605593363;cm;80;%;;%;70;cm
2024-01-05 01:00:00.000;5;None;70;cm;;None;11,737867991666667;cm;80;%;;%;70;cm
2024-01-05 02:00:00.000;5;None;70;cm;;None;11,825033824333333;cm;80;%;;%;70;cm
2024-01-05 03:00:00.000;5;None;70;cm;;None;12,188328637;cm;80;%;;%;70;cm
2024-01-05 04:00:00.000;5;None;70;cm;;None;12,386879391166667;cm;80;%;;%;70;cm
2024-01-05 05:00:00.000;5;None;70;cm;;None;9,007127549883327;cm;80;%;;%;70;cm
2024-01-05 06:00:00.000;5;None;70;cm;;None;6,618124644099998;cm;80;%;;%;70;cm
2024-01-05 07:00:00.000;5;None;70;cm;;None;5,055334303016666;cm;80;%;;%;70;cm
2024-01-05 08:00:00.000;5;None;70;cm;;None;3,986994425350001;cm;80;%;;%;70;cm
2024-01-05 09:00:00.000;5;None;70;cm;;None;4,029663933516662;cm;80;%;;%;70;cm
2024-01-05 10:00:00.000;5;None;70;cm;;None;4,078951941533335;cm;80;%;;%;70;cm
2024-01-05 11:00:00.000;5;None;70;cm;;None;4,084076351633336;cm;80;%;;%;70;cm
2024-01-05 12:00:00.000;5;None;70;cm;;None;4,094380272666664;cm;80;%;;%;70;cm
2024-01-05 13:00:00.000;5;None;70;cm;;None;4,036494360899999;cm;80;%;;%;70;cm
2024-01-05 14:00:00.000;5;None;70;cm;;None;4,003921084833336;cm;80;%;;%;70;cm
2024-01-05 15:00:00.000;5;None;70;cm;;None;3,981490665149999;cm;80;%;;%;70;cm
2024-01-05 16:00:00.000;5;None;70;cm;;None;3,950754801499999;cm;80;%;;%;70;cm
2024-01-05 17:00:00.000;5;None;70;cm;;None;3,986676534050001;cm;80;%;;%;70;cm
2024-01-05 18:00:00.000;5;None;70;cm;;None;12,571125030916667;cm;80;%;;%;70;cm
2024-01-05 19:00:00.000;5;None;70;cm;;None;6,251951853383336;cm;80;%;;%;70;cm
2024-01-05 20:00:00.000;5;None;70;cm;;None;4,158954620383333;cm;80;%;;%;70;cm
2024-01-05 21:00:00.000;5;None;70;cm;;None;4,190146128433334;cm;80;%;;%;70;cm
2024-01-05 22:00:00.000;5;None;70;cm;;None;4,246222178133334;cm;80;%;;%;70;cm
2024-01-05 23:00:00.000;5;None;70;cm;;None;4,267022874566669;cm;80;%;;%;70;cm
2024-01-06 00:00:00.000;5;None;70;cm;;None;4,269381628983336;cm;80;%;;%;70;cm
2024-01-06 01:00:00.000;5;None;70;cm;;None;4,292106628450001;cm;80;%;;%;70;cm
2024-01-06 02:00:00.000;5;None;70;cm;;None;4,251259697733333;cm;80;%;;%;70;cm
2024-01-06 03:00:00.000;5;None;70;cm;;None;4,2588551838166655;cm;80;%;;%;70;cm
2024-01-06 04:00:00.000;5;None;70;cm;;None;4,265467325866665;cm;80;%;;%;70;cm
2024-01-06 05:00:00.000;5;None;70;cm;;None;4,2577065361500015;cm;80;%;;%;70;cm
2024-01-06 06:00:00.000;5;None;70;cm;;None;4,157689412416668;cm;80;%;;%;70;cm
2024-01-06 07:00:00.000;5;None;70;cm;;None;4,178731706383333;cm;80;%;;%;70;cm
2024-01-06 08:00:00.000;5;None;70;cm;;None;4,298337300666668;cm;80;%;;%;70;cm
2024-01-06 09:00:00.000;5;None;70;cm;;None;4,203268686933334;cm;80;%;;%;70;cm
2024-01-06 10:00:00.000;5;None;70;cm;;None;4,131715562616667;cm;80;%;;%;70;cm
2024-01-06 11:00:00.000;5;None;70;cm;;None;4,116730160166668;cm;80;%;;%;70;cm
2024-01-06 12:00:00.000;5;None;70;cm;;None;4,095630645800001;cm;80;%;;%;70;cm
2024-01-06 13:00:00.000;5;None;70;cm;;None;4,099343617683333;cm;80;%;;%;70;cm
2024-01-06 14:00:00.000;5;None;70;cm;;None;4,024119906916668;cm;80;%;;%;70;cm
2024-01-06 15:00:00.000;5;None;70;cm;;None;4,006173875566668;cm;80;%;;%;70;cm
2024-01-06 16:00:00.000;5;None;70;cm;;None;4,041103786833333;cm;80;%;;%;70;cm
2024-01-06 17:00:00.000;5;None;70;cm;;None;3,9798694186999986;cm;80;%;;%;70;cm
2024-01-06 18:00:00.000;5;None;70;cm;;None;4,011972215450003;cm;80;%;;%;70;cm
2024-01-06 19:00:00.000;5;None;70;cm;;None;3,978928460016665;cm;80;%;;%;70;cm
2024-01-06 20:00:00.000;5;None;70;cm;;None;4,03897391431667;cm;80;%;;%;70;cm
2024-01-06 21:00:00.000;5;None;70;cm;;None;3,955228593633333;cm;80;%;;%;70;cm
2024-01-06 22:00:00.000;5;None;70;cm;;None;4,002524481816665;cm;80;%;;%;70;cm
2024-01-06 23:00:00.000;5;None;70;cm;;None;3,8998307122666676;cm;80;%;;%;70;cm
2024-01-07 00:00:00.000;5;None;70;cm;;None;3,9271884494166667;cm;80;%;;%;70;cm
2024-01-07 01:00:00.000;5;None;70;cm;;None;6,15723715878333;cm;80;%;;%;70;cm
2024-01-07 02:00:00.000;5;None;70;cm;;None;6,424145168733333;cm;80;%;;%;70;cm
2024-01-07 03:00:00.000;5;None;70;cm;;None;6,347236633216669;cm;80;%;;%;70;cm
2024-01-07 04:00:00.000;5;None;70;cm;;None;6,421616872166669;cm;80;%;;%;70;cm
2024-01-07 05:00:00.000;5;None;70;cm;;None;6,55733956215;cm;80;%;;%;70;cm
2024-01-07 06:00:00.000;5;None;70;cm;;None;6,548648410583337;cm;80;%;;%;70;cm
2024-01-07 07:00:00.000;5;None;70;cm;;None;6,569921705400002;cm;80;%;;%;70;cm
2024-01-07 08:00:00.000;5;None;70;cm;;None;6,63697136791667;cm;80;%;;%;70;cm
2024-01-07 09:00:00.000;5;None;70;cm;;None;6,657106611750003;cm;80;%;;%;70;cm
2024-01-07 10:00:00.000;5;None;70;cm;;None;6,7366981507666726;cm;80;%;;%;70;cm
2024-01-07 11:00:00.000;5;None;70;cm;;None;6,810374789850003;cm;80;%;;%;70;cm
2024-01-07 12:00:00.000;5;None;70;cm;;None;6,891661749916668;cm;80;%;;%;70;cm
2024-01-07 13:00:00.000;5;None;70;cm;;None;6,898059845116664;cm;80;%;;%;70;cm
2024-01-07 14:00:00.000;5;None;70;cm;;None;4,338355594116667;cm;80;%;;%;70;cm
2024-01-07 15:00:00.000;5;None;70;cm;;None;4,198171827583334;cm;80;%;;%;70;cm
2024-01-07 16:00:00.000;5;None;70;cm;;None;4,162194993800001;cm;80;%;;%;70;cm
2024-01-07 17:00:00.000;5;None;70;cm;;None;4,252406226383335;cm;80;%;;%;70;cm
2024-01-07 18:00:00.000;5;None;70;cm;;None;4,282669491183333;cm;80;%;;%;70;cm
2024-01-07 19:00:00.000;5;None;70;cm;;None;4,273005591716666;cm;80;%;;%;70;cm
2024-01-07 20:00:00.000;5;None;70;cm;;None;4,257278442383334;cm;80;%;;%;70;cm
2024-01-07 21:00:00.000;5;None;70;cm;;None;4,314490424299998;cm;80;%;;%;70;cm
2024-01-07 22:00:00.000;5;None;70;cm;;None;4,320625728933332;cm;80;%;;%;70;cm
2024-01-07 23:00:00.000;5;None;70;cm;;None;4,3629010518;cm;80;%;;%;70;cm
2024-01-08 00:00:00.000;5;None;70;cm;;None;7,268990410766664;cm;80;%;;%;70;cm
2024-01-08 01:00:00.000;5;None;70;cm;;None;7,363156212749997;cm;80;%;;%;70;cm
2024-01-08 02:00:00.000;5;None;70;cm;;None;7,4219491746;cm;80;%;;%;70;cm
2024-01-08 03:00:00.000;5;None;70;cm;;None;7,44723425978333;cm;80;%;;%;70;cm
2024-01-08 04:00:00.000;5;None;70;cm;;None;7,553361256850003;cm;80;%;;%;70;cm
2024-01-08 05:00:00.000;5;None;70;cm;;None;9,28972879995;cm;80;%;;%;70;cm
2024-01-08 06:00:00.000;5;None;70;cm;;None;11,5386560225;cm;80;%;;%;70;cm
2024-01-08 07:00:00.000;5;None;70;cm;;None;11,588202584333333;cm;80;%;;%;70;cm
2024-01-08 08:00:00.000;5;None;70;cm;;None;11,681959363166667;cm;80;%;;%;70;cm
2024-01-08 09:00:00.000;5;None;70;cm;;None;11,8187607665;cm;80;%;;%;70;cm
2024-01-08 10:00:00.000;5;None;70;cm;;None;11,9005690675;cm;80;%;;%;70;cm
2024-01-08 11:00:00.000;5;None;70;cm;;None;12,056990729166667;cm;80;%;;%;70;cm
2024-01-08 12:00:00.000;5;None;70;cm;;None;12,195680406166666;cm;80;%;;%;70;cm
2024-01-08 13:00:00.000;5;None;70;cm;;None;12,386167313666666;cm;80;%;;%;70;cm
2024-01-08 14:00:00.000;5;None;70;cm;;None;12,465807595666666;cm;80;%;;%;70;cm
2024-01-08 15:00:00.000;5;None;70;cm;;None;12,674314713333333;cm;80;%;;%;70;cm
2024-01-08 16:00:00.000;5;None;70;cm;;None;12,794166141666667;cm;80;%;;%;70;cm
2024-01-08 17:00:00.000;5;None;70;cm;;None;13,085471259;cm;80;%;;%;70;cm
2024-01-08 18:00:00.000;5;None;70;cm;;None;13,254723018833333;cm;80;%;;%;70;cm
2024-01-08 19:00:00.000;5;None;70;cm;;None;13,490823109666668;cm;80;%;;%;70;cm
2024-01-08 20:00:00.000;5;None;70;cm;;None;19,742692311;cm;80;%;;%;70;cm
2024-01-08 21:00:00.000;5;None;70;cm;;None;37,16764450116667;cm;80;%;;%;70;cm
2024-01-08 22:00:00.000;5;None;70;cm;;None;39,175359938;cm;80;%;;%;70;cm
2024-01-08 23:00:00.000;5;None;70;cm;;None;39,9333678335;cm;80;%;;%;70;cm
2024-01-09 00:00:00.000;5;None;70;cm;;None;40,664316815;cm;80;%;;%;70;cm
2024-01-09 01:00:00.000;5;None;70;cm;;None;41,3812806875;cm;80;%;;%;70;cm
2024-01-09 02:00:00.000;5;None;70;cm;;None;42,24168989366667;cm;80;%;;%;70;cm
2024-01-09 03:00:00.000;5;None;70;cm;;None;43,1098005505;cm;80;%;;%;70;cm
2024-01-09 04:00:00.000;5;None;70;cm;;None;43,84752273516666;cm;80;%;;%;70;cm
2024-01-09 05:00:00.000;5;None;70;cm;;None;44,624004364;cm;80;%;;%;70;cm
2024-01-09 06:00:00.000;5;None;70;cm;;None;45,25195015766667;cm;80;%;;%;70;cm
2024-01-09 07:00:00.000;5;None;70;cm;;None;45,549310049166664;cm;80;%;;%;70;cm
2024-01-09 08:00:00.000;5;None;70;cm;;None;41,10627916133333;cm;80;%;;%;70;cm
2024-01-09 09:00:00.000;5;None;70;cm;;None;32,741574180166666;cm;80;%;;%;70;cm
2024-01-09 10:00:00.000;5;None;70;cm;;None;28,813533782166665;cm;80;%;;%;70;cm
2024-01-09 11:00:00.000;5;None;70;cm;;None;29,278110928333334;cm;80;%;;%;70;cm
2024-01-09 12:00:00.000;5;None;70;cm;;None;29,90679423;cm;80;%;;%;70;cm
2024-01-09 13:00:00.000;5;None;70;cm;;None;30,411478678166667;cm;80;%;;%;70;cm
2024-01-09 14:00:00.000;5;None;70;cm;;None;30,9736315405;cm;80;%;;%;70;cm
2024-01-09 15:00:00.000;5;None;70;cm;;None;31,611682044166667;cm;80;%;;%;70;cm
2024-01-09 16:00:00.000;5;None;70;cm;;None;32,20000373083333;cm;80;%;;%;70;cm
2024-01-09 17:00:00.000;5;None;70;cm;;None;51,30797068333333;cm;80;%;;%;70;cm
2024-01-09 18:00:00.000;5;None;70;cm;;None;52,99463695866667;cm;80;%;;%;70;cm
2024-01-09 19:00:00.000;5;None;70;cm;;None;53,767318726666666;cm;80;%;;%;70;cm
2024-01-09 20:00:00.000;5;None;70;cm;;None;54,495184155333334;cm;80;%;;%;70;cm
2024-01-09 21:00:00.000;5;None;70;cm;;None;55,20520104366667;cm;80;%;;%;70;cm
2024-01-09 22:00:00.000;5;None;70;cm;;None;56,048412322666664;cm;80;%;;%;70;cm
2024-01-09 23:00:00.000;5;None;70;cm;;None;56,7617013725;cm;80;%;;%;70;cm
2024-01-10 00:00:00.000;5;None;70;cm;;None;16,02170944128333;cm;80;%;;%;70;cm
2024-01-10 01:00:00.000;5;None;70;cm;;None;14,669433169666666;cm;80;%;;%;70;cm
2024-01-10 02:00:00.000;5;None;70;cm;;None;15,127124787833333;cm;80;%;;%;70;cm
2024-01-10 03:00:00.000;5;None;70;cm;;None;15,3384166285;cm;80;%;;%;70;cm
2024-01-10 04:00:00.000;5;None;70;cm;;None;15,7077789295;cm;80;%;;%;70;cm
2024-01-10 05:00:00.000;5;None;70;cm;;None;15,956181418666667;cm;80;%;;%;70;cm
2024-01-10 06:00:00.000;5;None;70;cm;;None;16,154443952833333;cm;80;%;;%;70;cm
2024-01-10 07:00:00.000;5;None;70;cm;;None;16,420453391666666;cm;80;%;;%;70;cm
2024-01-10 08:00:00.000;5;None;70;cm;;None;16,626947192;cm;80;%;;%;70;cm
2024-01-10 09:00:00.000;5;None;70;cm;;None;19,3904876702;cm;80;%;;%;70;cm
2024-01-10 10:00:00.000;5;None;70;cm;;None;15,984454684966668;cm;80;%;;%;70;cm
2024-01-10 11:00:00.000;5;None;70;cm;;None;26,068662008166665;cm;80;%;;%;70;cm
2024-01-10 12:00:00.000;5;None;70;cm;;None;29,113085005166667;cm;80;%;;%;70;cm
2024-01-10 13:00:00.000;5;None;70;cm;;None;35,01789940683334;cm;80;%;;%;70;cm
2024-01-10 14:00:00.000;5;None;70;cm;;None;35,96095190966667;cm;80;%;;%;70;cm
2024-01-10 15:00:00.000;5;None;70;cm;;None;36,885412003333336;cm;80;%;;%;70;cm
2024-01-10 16:00:00.000;5;None;70;cm;;None;37,56954616833333;cm;80;%;;%;70;cm
2024-01-10 17:00:00.000;5;None;70;cm;;None;38,40660942816667;cm;80;%;;%;70;cm
2024-01-10 18:00:00.000;5;None;70;cm;;None;39,35714721783334;cm;80;%;;%;70;cm
2024-01-10 19:00:00.000;5;None;70;cm;;None;40,137100219666664;cm;80;%;;%;70;cm
2024-01-10 20:00:00.000;5;None;70;cm;;None;40,85332022683333;cm;80;%;;%;70;cm
2024-01-10 21:00:00.000;5;None;70;cm;;None;41,637950473;cm;80;%;;%;70;cm
2024-01-10 22:00:00.000;5;None;70;cm;;None;42,54754596233333;cm;80;%;;%;70;cm
2024-01-10 23:00:00.000;5;None;70;cm;;None;43,346135882;cm;80;%;;%;70;cm
2024-01-11 00:00:00.000;5;None;70;cm;;None;44,50320137933333;cm;80;%;;%;70;cm
2024-01-11 01:00:00.000;5;None;70;cm;;None;45,48906750166667;cm;80;%;;%;70;cm
2024-01-11 02:00:00.000;5;None;70;cm;;None;4,400823381183335;cm;80;%;;%;70;cm
2024-01-11 03:00:00.000;5;None;70;cm;;None;2,241179148416666;cm;80;%;;%;70;cm
2024-01-11 04:00:00.000;5;None;70;cm;;None;2,258550855833333;cm;80;%;;%;70;cm
2024-01-11 05:00:00.000;5;None;70;cm;;None;17,501252492016665;cm;80;%;;%;70;cm
2024-01-11 06:00:00.000;5;None;70;cm;;None;30,5257246235;cm;80;%;;%;70;cm
2024-01-11 07:00:00.000;5;None;70;cm;;None;31,459477742166666;cm;80;%;;%;70;cm
2024-01-11 08:00:00.000;5;None;70;cm;;None;32,01022042216667;cm;80;%;;%;70;cm
2024-01-11 09:00:00.000;5;None;70;cm;;None;32,8031518735;cm;80;%;;%;70;cm
2024-01-11 10:00:00.000;5;None;70;cm;;None;33,337103526;cm;80;%;;%;70;cm
2024-01-11 11:00:00.000;5;None;70;cm;;None;34,038348727166664;cm;80;%;;%;70;cm
2024-01-11 12:00:00.000;5;None;70;cm;;None;34,840331608;cm;80;%;;%;70;cm
2024-01-11 13:00:00.000;5;None;70;cm;;None;35,59531529666667;cm;80;%;;%;70;cm
2024-01-11 14:00:00.000;5;None;70;cm;;None;36,58479054883333;cm;80;%;;%;70;cm
2024-01-11 15:00:00.000;5;None;70;cm;;None;37,193989224666666;cm;80;%;;%;70;cm
2024-01-11 16:00:00.000;5;None;70;cm;;None;37,872426774;cm;80;%;;%;70;cm
2024-01-11 17:00:00.000;5;None;70;cm;;None;49,282302855833336;cm;80;%;;%;70;cm
2024-01-11 18:00:00.000;5;None;70;cm;;None;61,752891540166665;cm;80;%;;%;70;cm
2024-01-11 19:00:00.000;5;None;70;cm;;None;64,34808731033333;cm;80;%;;%;70;cm
2024-01-11 20:00:00.000;5;None;70;cm;;None;67,37509833383334;cm;80;%;;%;70;cm
2024-01-11 21:00:00.000;5;None;70;cm;;None;56,637867822116675;cm;80;%;;%;70;cm
2024-01-11 22:00:00.000;5;None;70;cm;;None;13,172921073833333;cm;80;%;;%;70;cm
2024-01-11 23:00:00.000;5;None;70;cm;;None;13,408590952666666;cm;80;%;;%;70;cm
2024-01-12 00:00:00.000;5;None;70;cm;;None;10,090484619599994;cm;80;%;;%;70;cm
2024-01-12 01:00:00.000;5;None;70;cm;;None;10,000411140100002;cm;80;%;;%;70;cm
