DateTime,RIST_MAKS_SP_LAST,RIST_AUTO_DIFF_SP_LAST(cm),RIST_FALLTAP_PV(cm),RIST_MAKS_PADRAG_SP_LAST(%),RIST_AUTT_DIFF_TM_PV(cm)
2024-01-10 03:00:00,5.0,70.0,15.3384166285,80.0,70.0
2024-01-10 04:00:00,5.0,70.0,15.7077789295,80.0,70.0
2024-01-10 05:00:00,5.0,70.0,15.956181418666668,80.0,70.0
2024-01-10 06:00:00,5.0,70.0,16.154443952833333,80.0,70.0
2024-01-10 07:00:00,5.0,70.0,16.420453391666666,80.0,70.0
2024-01-10 08:00:00,5.0,70.0,16.626947192,80.0,70.0
2024-01-10 09:00:00,5.0,70.0,19.3904876702,80.0,70.0
2024-01-10 10:00:00,5.0,70.0,15.984454684966668,80.0,70.0
2024-01-10 11:00:00,5.0,70.0,26.068662008166665,80.0,70.0
2024-01-10 12:00:00,5.0,70.0,29.113085005166667,80.0,70.0
2024-01-10 13:00:00,5.0,70.0,35.01789940683334,80.0,70.0
2024-01-10 14:00:00,5.0,70.0,35.96095190966667,80.0,70.0
2024-01-10 15:00:00,5.0,70.0,36.885412003333336,80.0,70.0
2024-01-10 16:00:00,5.0,70.0,37.56954616833333,80.0,70.0
2024-01-10 17:00:00,5.0,70.0,38.40660942816667,80.0,70.0
2024-01-10 18:00:00,5.0,70.0,39.35714721783334,80.0,70.0
2024-01-10 19:00:00,5.0,70.0,40.13710021966666,80.0,70.0
2024-01-10 20:00:00,5.0,70.0,40.85332022683333,80.0,70.0
2024-01-10 21:00:00,5.0,70.0,41.637950473,80.0,70.0
2024-01-10 22:00:00,5.0,70.0,42.54754596233333,80.0,70.0
2024-01-10 23:00:00,5.0,70.0,43.346135882,80.0,70.0
2024-01-11 00:00:00,5.0,70.0,44.50320137933333,80.0,70.0
2024-01-11 01:00:00,5.0,70.0,45.48906750166667,80.0,70.0
2024-01-11 02:00:00,5.0,70.0,4.400823381183335,80.0,70.0
2024-01-11 03:00:00,5.0,70.0,2.241179148416666,80.0,70.0
2024-01-11 04:00:00,5.0,70.0,2.258550855833333,80.0,70.0
2024-01-11 05:00:00,5.0,70.0,17.501252492016665,80.0,70.0
2024-01-11 06:00:00,5.0,70.0,30.5257246235,80.0,70.0
2024-01-11 07:00:00,5.0,70.0,31.459477742166666,80.0,70.0
2024-01-11 08:00:00,5.0,70.0,32.01022042216667,80.0,70.0
2024-01-11 09:00:00,5.0,70.0,32.8031518735,80.0,70.0
2024-01-11 10:00:00,5.0,70.0,33.337103526,80.0,70.0
2024-01-11 11:00:00,5.0,70.0,34.038348727166664,80.0,70.0
2024-01-11 12:00:00,5.0,70.0,34.840331608,80.0,70.0
2024-01-11 13:00:00,5.0,70.0,35.59531529666667,80.0,70.0
2024-01-11 14:00:00,5.0,70.0,36.58479054883333,80.0,70.0
2024-01-11 15:00:00,5.0,70.0,37.193989224666666,80.0,70.0
2024-01-11 16:00:00,5.0,70.0,37.872426774,80.0,70.0
